,artist_names,track_name,source,key,mode,time_signature,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,loudness,tempo,duration_ms,weeks_on_chart,streams
145,Ashnikko,Daisy,Parlophone UK,G#/Ab,Major,4 beats,0.834,0.663,0.133,0.235,0.0,0.372,0.774,-6.143,121.876,146523,17,135289459
146,"Drake, SZA",Slime You Out (feat. SZA),OVO/Republic,F,Minor,3 beats,0.483,0.408,0.0502,0.508,0.0,0.259,0.105,-9.243,88.88,310491,6,40674706
147,"Taylor Swift, Bon Iver",evermore (feat. Bon Iver),Taylor Swift,C#/Db,Major,5 beats,0.395,0.27,0.0309,0.937,0.00249,0.111,0.314,-10.672,120.94,304107,1,13810722
148,"Carnage, Lil Pump",i Shyne,BMG Rights Management (US) LLC,G#/Ab,Major,4 beats,0.776,0.732,0.081,0.175,0.0,0.364,0.383,-3.719,144.076,153351,1,4154936
149,Trippie Redd,Love Scars 3,"TenThousand Projects, LLC",G#/Ab,Major,4 beats,0.544,0.524,0.0621,0.136,0.0,0.106,0.117,-7.914,81.982,129429,1,5307147
150,Lil Uzi Vert,I Can Show You,Generation Now/Atlantic,A#/Bb,Minor,4 beats,0.817,0.656,0.277,0.051,0.0,0.115,0.314,-7.086,139.915,120076,1,4831405
151,"Metro Boomin, 21 Savage",10 Freaky Girls (with 21 Savage),Republic Records,F#/Gb,Minor,4 beats,0.81,0.353,0.31,0.588,0.0,0.102,0.0727,-9.931,88.031,208293,8,35982464
152,Drake,Screw The World - Interlude,OVO/Republic,C#/Db,Major,4 beats,0.823,0.642,0.258,0.0644,0.714,0.105,0.629,-5.922,146.781,112093,1,9015784
153,Ella Mai,Boo'd Up,10 Summers / Interscope PS,A#/Bb,Minor,4 beats,0.561,0.779,0.0531,0.0862,0.0,0.078,0.235,-5.107,81.965,256064,9,52481483
154,"Ed Sheeran, Eminem, 50 Cent",Remember The Name (feat. Eminem & 50 Cent),Atlantic Records UK,B,Minor,4 beats,0.852,0.666,0.184,0.135,0.0,0.798,0.726,-6.923,91.046,207760,5,46389797
155,"Blue Ivy, SAINt JHN, Beyoncé, Wizkid",BROWN SKIN GIRL,Parkwood Entertainment/Columbia,F#/Gb,Major,5 beats,0.603,0.602,0.23,0.049,0.0,0.279,0.595,-7.083,119.703,248472,2,11457783
156,Miley Cyrus,Younger Now,RCA Records Label,A,Major,4 beats,0.551,0.869,0.0606,0.00124,3.03e-05,0.164,0.297,-5.043,121.91,248782,1,4464559
157,"Metro Boomin, Future, Lil Uzi Vert","All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)",Republic Records,A,Minor,4 beats,0.774,0.549,0.154,0.178,0.00151,0.22,0.28,-7.297,135.016,245240,1,10231095
158,Bruno Mars,When I Was Your Man,Atlantic Records,C,Major,4 beats,0.601,0.271,0.0403,0.937,0.0,0.144,0.411,-8.688,145.494,213827,80,700458491
159,"The Chainsmokers, XYLØ",Setting Fires,Disruptor Records/Columbia,G#/Ab,Minor,4 beats,0.626,0.717,0.0375,0.017,0.0,0.261,0.56,-5.751,105.039,247427,8,36913732
160,KAROL G,S91,Bichota/Interscope Records,C,Minor,4 beats,0.644,0.711,0.377,0.632,1.91e-05,0.0898,0.381,-4.934,128.225,173005,11,73051200
161,Masked Wolf,Astronaut In The Ocean,Elektra (NEK),E,Minor,4 beats,0.778,0.695,0.0913,0.175,0.0,0.15,0.472,-6.865,149.996,132780,34,227833857
162,Sebastian Yatra,Tacones Rojos,UMLE - Latino,B,Minor,4 beats,0.748,0.856,0.0348,0.0824,0.0,0.142,0.927,-3.517,123.031,189320,10,80549153
163,"Tyler, The Creator",LUMBERJACK,Columbia,A,Major,4 beats,0.386,0.762,0.564,0.122,0.0,0.527,0.433,-6.341,170.691,138312,2,11756283
164,"DJ Khaled, SZA",Just Us (feat. SZA),Epic/We The Best,A,Minor,4 beats,0.639,0.859,0.147,0.135,0.0,0.129,0.566,-2.758,93.132,221379,4,27119360
165,"La Pantera, Quevedo, Juseph, Abhir Hathi, Bejo, Cruz Cafuné, EL IMA","Cayó La Noche (feat. Cruz Cafuné, Abhir Hathi, Bejo, EL IMA) [Remix]",La Pantera,F,Minor,4 beats,0.672,0.745,0.3,0.438,9.29e-06,0.0699,0.739,-5.269,173.974,413111,14,106044885
166,Bonez MC,Roadrunner,187 Strassenbande,G,Major,4 beats,0.795,0.607,0.23,0.128,0.19,0.111,0.25,-9.04,99.012,149028,2,11573467
167,Dua Lipa,Want To,Warner Records,G#/Ab,Minor,4 beats,0.572,0.691,0.123,0.0788,0.000132,0.0593,0.318,-4.783,92.082,212040,5,24391815
168,"Lil Wayne, Travis Scott",Let It Fly (feat. Travis Scott),"Young Money Records, Inc.",C#/Db,Major,4 beats,0.902,0.819,0.316,0.041,0.0,0.106,0.745,-3.321,89.0,186872,3,28241975
169,Feid,CHORRITO PA LAS ANIMAS,UMLE - Latino,G#/Ab,Minor,4 beats,0.743,0.831,0.0584,0.114,6.43e-05,0.35,0.609,-4.042,95.975,168133,29,316957596
170,King Princess,1950,"Zelig Records, LLC./Columbia Records",E,Major,4 beats,0.6,0.535,0.107,0.648,4.7e-06,0.162,0.269,-7.043,71.912,225133,15,93339639
171,Imagine Dragons,Believer,Kid Ina Korner / Interscope,A#/Bb,Minor,4 beats,0.779,0.787,0.108,0.0524,0.0,0.14,0.708,-4.305,124.982,204347,54,563585904
172,"Cardi B, YG",She Bad,Atlantic/KSR,A#/Bb,Major,4 beats,0.791,0.504,0.266,0.0183,0.0,0.0963,0.355,-7.864,159.949,230953,1,5045035
173,Astrid S,Think Before I Talk,Universal Music AS,F,Major,4 beats,0.775,0.597,0.159,0.36,0.0,0.156,0.537,-5.666,122.069,184909,5,16748893
174,"Macklemore, Skylar Grey",Glorious (feat. Skylar Grey),Bendo LLC,C,Minor,4 beats,0.731,0.794,0.0522,0.0323,2.59e-05,0.112,0.356,-5.126,139.994,220454,36,205750257
175,"SZA, Doja Cat",Kill Bill (feat. Doja Cat),Top Dawg Entertainment/RCA Records,F,Minor,4 beats,0.629,0.744,0.0409,0.0769,0.247,0.194,0.451,-6.124,89.021,175837,2,22468919
176,Doja Cat,Naked,Kemosabe Records/RCA Records,G,Major,4 beats,0.733,0.862,0.197,0.374,0.00247,0.131,0.536,-5.736,111.076,223560,1,5527865
177,"Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Vishal Dadlani, Shekhar Ravjiani, Kumaar","Besharam Rang (From ""Pathaan"")",YRF Music,G#/Ab,Minor,4 beats,0.773,0.795,0.0412,0.0587,0.00237,0.154,0.649,-5.537,115.997,258474,2,15238334
178,"Boomdabash, Alessandra Amoroso",Karaoke,Universal Music Italia srL.,C#/Db,Major,4 beats,0.929,0.625,0.14,0.289,1.2e-06,0.386,0.578,-5.728,122.03,156493,1,4374448
179,Logic,Yuck,Def Jam Recordings,B,Minor,4 beats,0.619,0.798,0.381,0.168,0.0,0.17,0.71,-5.517,156.151,173693,1,6510396
180,"Selena Gomez, Rauw Alejandro",Baila Conmigo (with Rauw Alejandro),Selena Gomez Latin Project,F,Major,4 beats,0.824,0.545,0.0699,0.0221,0.00375,0.097,0.683,-7.127,149.912,186088,6,89118775
181,Sam Smith,Pray,Capitol,E,Minor,3 beats,0.381,0.379,0.0501,0.292,2.79e-06,0.0864,0.153,-9.36,175.067,221596,4,27523302
182,"Bausa, Apache 207",Madonna,WM Germany,B,Minor,4 beats,0.806,0.565,0.113,0.47,0.0,0.0824,0.311,-8.96,116.963,195734,1,5936752
183,Pharrell Williams,Just A Cloud Away,Columbia,D,Major,3 beats,0.89,0.46,0.0359,0.432,0.0,0.11,0.677,-8.155,112.555,176078,3,12443227
184,Jorja Smith,I Am,Black Panther (TDE/DMG) PS,G#/Ab,Minor,4 beats,0.601,0.583,0.263,0.144,9.73e-05,0.183,0.32,-5.725,148.785,208760,2,11036336
185,Taylor Swift,Girl At Home (Taylor's Version),Taylor Swift,F,Major,4 beats,0.691,0.736,0.0326,0.00955,1.88e-05,0.101,0.612,-6.974,125.089,220520,1,7886677
186,"KAROL G, Shakira",TQG,Universal Music Latino,E,Minor,4 beats,0.72,0.63,0.277,0.673,0.0,0.0936,0.607,-3.547,179.974,199440,43,843720506
187,"Lil Tecca, Juice WRLD",Ransom (with Juice WRLD) - Remix,Republic Records,D,Minor,4 beats,0.493,0.665,0.366,0.0107,0.0,0.0762,0.385,-6.427,179.982,171227,7,31647298
188,Jonas Brothers,Only Human,Jonas Brothers Recording,C,Major,4 beats,0.795,0.496,0.0722,0.108,0.0,0.0645,0.874,-5.883,94.01,183000,34,218942317
189,"Lil Peep, XXXTENTACION",Falling Down - Bonus Track,Columbia,E,Minor,4 beats,0.669,0.574,0.0286,0.0175,0.00294,0.146,0.273,-6.442,120.013,196400,8,151795324
190,Shawn Mendes,Nervous,Island Records,C,Major,4 beats,0.841,0.622,0.0756,0.041,0.0,0.126,0.738,-6.763,121.988,164147,5,36800085
191,"DJ Patrick Muniz, Dj Olliver, Mc Topre, Mc Rennan","Trava na Pose, Chama no Zoom, Da um Close (feat. Mc Rennan)",Tratto Entretenimentos,A,Minor,4 beats,0.863,0.701,0.212,0.63,0.000583,0.276,0.769,-5.038,129.911,214270,4,23571642
192,Adele,Love In The Dark,XL Recordings,A,Minor,4 beats,0.331,0.341,0.0309,0.528,0.0,0.109,0.152,-6.057,109.821,285935,8,58126522
193,"Bad Bunny, The Marías",Otro Atardecer,Rimas Entertainment LLC,D,Major,4 beats,0.777,0.595,0.0375,0.59,0.00139,0.0669,0.546,-6.79,108.02,244444,17,148941334
194,Ed Sheeran,Afterglow,Atlantic Records UK,B,Major,4 beats,0.641,0.324,0.0299,0.698,0.0,0.328,0.273,-5.851,110.184,185487,18,159153896
195,The Carters,APESHIT,Parkwood Entertainment/Roc Nation,D,Major,4 beats,0.705,0.784,0.271,0.0133,0.0,0.168,0.377,-6.477,160.035,264853,10,73965116
196,"Dynoro, Gigi D'Agostino",In My Mind,Columbia/B1 Recordings,F#/Gb,Major,4 beats,0.694,0.77,0.149,0.176,1.1e-05,0.118,0.163,-5.335,125.905,184560,66,676704919
197,"Luciano, Samra",Ya Salame,Urban,C#/Db,Minor,4 beats,0.714,0.817,0.435,0.275,0.0,0.14,0.408,-3.987,174.1,170200,1,5209795
198,MC G15,Deu Onda,GR6 Music,C,Minor,4 beats,0.931,0.604,0.0573,0.456,0.0,0.0488,0.864,-1.41,129.926,144039,4,16100612
199,BTS,I'm Fine,BIGHIT MUSIC,B,Minor,4 beats,0.51,0.842,0.103,0.00852,0.0,0.346,0.302,-2.782,87.605,240339,1,4584909
200,"Romeo Santos, Daddy Yankee, Nicky Jam",Bella y Sensual,Sony Music Latin,B,Major,4 beats,0.635,0.713,0.0937,0.228,0.0,0.0506,0.749,-6.909,179.864,204701,33,156956150
201,"J Balvin, Dua Lipa, Bad Bunny, Tainy",UN DIA (ONE DAY) (Feat. Tainy),Universal Music Latino/ NEON16,F#/Gb,Minor,4 beats,0.571,0.693,0.0545,0.00536,0.0,0.173,0.393,-8.234,168.169,232253,49,483027771
202,"SAIKO, Quevedo, Feid, Mora",POLARIS - Remix,2023 Rimas Entertainment LLC.,G#/Ab,Minor,4 beats,0.623,0.799,0.0713,0.153,0.0,0.365,0.552,-4.152,169.901,288000,5,46584326
203,"Selena Gomez, Camilo",999 (with Camilo),Interscope Records,C#/Db,Major,4 beats,0.781,0.748,0.242,0.105,0.0,0.156,0.788,-4.604,149.819,224168,1,5599395
204,"6ix9ine, Kanye West",KANGA (feat. Kanye West),"ScumGang Records / TenThousand Projects, LLC",C#/Db,Major,4 beats,0.901,0.598,0.17,0.0192,0.0,0.0791,0.355,-6.934,117.9,132331,2,10216554
205,Lil Nas X,Old Town Road,Columbia,C#/Db,Major,4 beats,0.907,0.53,0.127,0.0578,2.23e-06,0.101,0.507,-6.112,135.998,113000,40,119961848
206,"Lil Uzi Vert, sped up nightcore, ARIZONATEARS",Watch This - ARIZONATEARS Pluggnb Remix,sped up nightcore,B,Minor,4 beats,0.686,0.897,0.0386,0.0103,0.103,0.153,0.355,-7.18,129.975,163139,13,134770524
207,Coldplay,A Sky Full of Stars,Parlophone UK,F#/Gb,Major,4 beats,0.545,0.675,0.0279,0.00617,0.00197,0.209,0.162,-6.474,124.97,267867,2,16899948
208,"Doja Cat, Ariana Grande",I Don't Do Drugs (feat. Ariana Grande),Kemosabe Records/RCA Records,F,Major,4 beats,0.683,0.615,0.0966,0.222,8.25e-06,0.154,0.45,-5.737,77.014,188893,2,15994780
209,"Kodak Black, Offset, Travis Scott",ZEZE (feat. Travis Scott & Offset),Atlantic Records,G#/Ab,Minor,4 beats,0.861,0.603,0.176,0.0521,0.0,0.0924,0.504,-5.788,98.043,228760,39,281786572
210,Billie Eilish,GOLDWING,Darkroom/Interscope Records,F,Minor,4 beats,0.654,0.303,0.126,0.755,0.159,0.0957,0.168,-13.943,160.095,151537,1,8589283
211,"Tito Double P, Joel De La P, Luis R Conriquez",DEMBOW BÉLICO,Double P Records,D,Major,4 beats,0.881,0.551,0.123,0.0205,0.16,0.19,0.196,-6.41,119.951,126523,1,8191014
212,Bad Bunny,BYE ME FUI,Rimas Entertainment LLC,F,Minor,4 beats,0.712,0.599,0.112,0.412,2.15e-05,0.103,0.588,-6.342,179.788,178000,6,41314090
213,Beyoncé,VIRGO'S GROOVE,Parkwood Entertainment/Columbia,B,Minor,4 beats,0.683,0.85,0.0699,0.0781,1.09e-06,0.741,0.598,-5.042,107.988,368758,1,9056408
214,J. Cole,t h e . c l i m b . b a c k,"Dreamville, Inc., Under exclusive license to Roc Nation Records",A#/Bb,Minor,4 beats,0.61,0.569,0.345,0.0398,0.0,0.337,0.287,-9.447,81.409,304640,1,7476840
215,Noah Kahan,Forever,Mercury Records/Republic Records,C,Major,4 beats,0.395,0.254,0.037,0.723,0.0,0.122,0.235,-10.855,94.78,268354,1,10972110
216,Lil Uzi Vert,New Patek,Generation Now/Atlantic,G#/Ab,Minor,4 beats,0.85,0.785,0.345,0.0367,0.0,0.155,0.718,-4.963,145.063,343099,9,64308455
217,Joji,1AM FREESTYLE,88rising Music/Warner Records,C,Minor,4 beats,0.615,0.541,0.0263,0.748,0.00268,0.12,0.124,-6.307,126.049,113067,1,7292343
218,João Gomes,Aquelas Coisas,JG Shows,F#/Gb,Major,4 beats,0.682,0.873,0.0449,0.402,0.0,0.0946,0.964,-4.163,150.006,147072,7,40597411
219,"J. Cole, Cults, Amber Coffman",She Knows (feat. Amber Coffman & Cults),Roc Nation LLC,C#/Db,Major,4 beats,0.766,0.74,0.0807,0.0193,0.0784,0.229,0.183,-10.363,118.008,296520,7,38891803
220,JP Cooper,September Song,Universal-Island Records Ltd.,C,Minor,4 beats,0.623,0.654,0.0372,0.0545,0.0,0.0838,0.401,-5.675,95.921,220291,29,158561490
221,Big Sean,Moves,Getting Out Our Dreams Inc. (G.O.O.D.) Music / IDJ,D,Major,4 beats,0.812,0.522,0.257,0.0433,0.0,0.154,0.38,-5.287,75.524,142907,17,74518280
222,21 Savage,Numb,"Slaughter Gang, LLC/Epic Records",F,Minor,4 beats,0.839,0.436,0.285,0.0438,2.7e-06,0.131,0.464,-11.344,82.009,271307,2,7935030
223,"Mora, Bad Bunny, Sech",Volando - Remix,Rimas Entertainment LLC,F#/Gb,Major,4 beats,0.659,0.688,0.0673,0.207,0.0,0.113,0.632,-4.649,153.979,273474,43,396326912
224,Migos,Emoji A Chain,"Quality Control Music, LLC",C#/Db,Major,4 beats,0.894,0.324,0.179,0.0399,0.0,0.126,0.407,-8.24,139.972,315185,1,5354839
225,"J. Cole, Bas, 6LACK",l e t . g o . m y . h a n d (with Bas & 6LACK),"Dreamville, Inc., Under exclusive license to Roc Nation Records",C#/Db,Major,4 beats,0.583,0.625,0.277,0.506,0.0,0.196,0.516,-8.011,89.812,266291,2,20802346
226,"KAROL G, Cris Mj, Ryan Castro",UNA NOCHE EN MEDELLÍN - REMIX,Bichota/Interscope Records,A#/Bb,Minor,4 beats,0.846,0.755,0.0738,0.0361,0.0,0.0448,0.883,-2.47,96.002,205145,2,18651957
227,Zach Bryan,Fear and Friday's,Warner Records,G,Major,4 beats,0.523,0.636,0.0582,0.0541,2.63e-06,0.0716,0.155,-5.813,128.785,171427,1,9146309
228,"Eminem, Royce Da 5'9"", White Gold","You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)",Shady/Aftermath/Interscope Records,E,Minor,4 beats,0.68,0.82,0.151,0.0614,0.0,0.597,0.243,-4.197,140.033,234653,2,22104455
229,Michelle Williams,Tightrope,Atlantic Records,A,Major,3 beats,0.351,0.331,0.0382,0.3,9.14e-06,0.0919,0.191,-10.316,161.564,234360,3,11232588
230,ABBA,Dancing Queen,Polar Music International AB,A,Major,4 beats,0.543,0.87,0.0428,0.358,0.000939,0.792,0.754,-6.514,100.804,230400,1,7947485
231,Loren Allred,Never Enough,Atlantic Records,G#/Ab,Major,3 beats,0.277,0.394,0.0336,0.423,0.0,0.0952,0.227,-8.903,86.777,207787,11,55370618
232,Rkomi,INSUPERABILE,Universal Music Italia srL.,E,Minor,4 beats,0.667,0.848,0.0851,0.0344,0.0,0.183,0.84,-5.195,122.035,172462,1,5648877
233,"Big Sean, Metro Boomin, 21 Savage",Pull Up N Wreck (& Metro Boomin),Republic/MB/Big Sean,A#/Bb,Major,4 beats,0.507,0.442,0.367,0.0129,0.000148,0.174,0.107,-7.279,173.03,227707,2,6734288
234,"Maroon 5, SZA",What Lovers Do (feat. SZA),Interscope Records*,F,Minor,4 beats,0.799,0.597,0.0611,0.0788,5.66e-06,0.1,0.419,-5.131,110.001,199849,61,87568628
235,"Maluma, The Weeknd",Hawái - Remix,Sony Music Latin,F#/Gb,Minor,4 beats,0.766,0.788,0.312,0.105,5.81e-06,0.142,0.609,-3.128,179.984,200482,15,125857481
236,Lil Peep,Sex with My Ex,Columbia,F#/Gb,Major,4 beats,0.497,0.77,0.0757,0.0472,0.0,0.102,0.47,-4.298,167.892,213640,1,5651686
237,Agust D,Daechwita,BIGHIT MUSIC,G#/Ab,Major,4 beats,0.65,0.827,0.0599,0.0229,0.0,0.121,0.223,-4.014,144.995,225668,1,8908179
238,Selena Gomez,De Una Vez,Selena Gomez Latin Project,B,Minor,4 beats,0.666,0.452,0.265,0.211,0.000992,0.186,0.0398,-7.096,163.694,155956,2,13382653
239,Tate McRae,exes,RCA Records Label,F,Minor,4 beats,0.838,0.569,0.0621,0.152,0.000136,0.102,0.551,-6.324,136.965,159400,3,42718486
240,Khalid,Hundred,"Right Hand Music Group, LLC/RCA Records",F#/Gb,Minor,4 beats,0.772,0.483,0.0564,0.0521,0.000375,0.377,0.479,-10.06,120.005,277080,1,5674743
241,George Michael,Faith - Remastered,Epic,B,Major,4 beats,0.887,0.48,0.117,0.0094,3.58e-05,0.0662,0.607,-11.994,95.846,193200,1,2934931
242,"Zach Bryan, The Lumineers",Spotless (feat. The Lumineers),Warner Records,C,Major,4 beats,0.604,0.444,0.0698,0.409,0.0,0.0837,0.169,-7.695,72.129,169467,1,10870508
243,Surf Curse,Freaks,Surf Curse,A,Major,4 beats,0.346,0.944,0.0485,4.16e-05,0.565,0.0546,0.403,-9.874,179.63,147036,2,12407393
244,Drake,Nice For What,Cash Money/Drake LP6,G#/Ab,Major,4 beats,0.7,0.909,0.0628,0.0884,0.000114,0.0778,0.757,-6.461,93.469,210747,15,64318206
245,Fujii Kaze,Shinunoga E-Wa,Universal Music LLC,F#/Gb,Minor,4 beats,0.6,0.76,0.0451,0.167,4.07e-05,0.189,0.519,-6.123,158.075,185573,11,99514557
246,"Avicii, Joe Janiak",Bad Reputation (feat. Joe Janiak),Universal Music AB,C,Major,4 beats,0.745,0.637,0.0512,0.656,6.5e-06,0.0993,0.446,-5.959,89.995,205417,1,4964348
247,Imagine Dragons,Bones,KIDinaKORNER/Interscope Records,F,Minor,4 beats,0.773,0.742,0.046,0.0206,0.0,0.0754,0.571,-3.678,114.071,165265,16,129379350
248,"Zedd, Alessia Cara",Stay,UMGRI Interscope,F,Minor,4 beats,0.69,0.622,0.063,0.253,0.0,0.113,0.543,-5.025,102.039,210400,55,45881508
249,(G)I-DLE,TOMBOY,Cube Entertainment,C#/Db,Minor,4 beats,0.755,0.87,0.0936,0.00988,0.0,0.0917,0.645,-2.414,124.032,174387,2,10877801
250,"Fuerza Regida, Grupo Frontera",Bebe Dame,Rancho Humilde/Street Mob Records,G,Major,4 beats,0.529,0.602,0.0458,0.299,0.0,0.0716,0.756,-4.629,157.643,271862,29,358112601
251,"Idina Menzel, Michael Bublé",Baby It's Cold Outside (with Michael Bublé),Warner Records,C,Major,3 beats,0.553,0.476,0.0649,0.647,0.0,0.281,0.558,-8.869,113.401,166147,3,25564107
252,"David Guetta, Martin Solveig",Thing for You (with Martin Solveig),Parlophone (France),D,Major,4 beats,0.774,0.723,0.0496,0.0395,1.82e-05,0.1,0.769,-5.545,121.057,191399,1,5186062
253,Quevedo,WANDA,Quevedo,E,Minor,4 beats,0.724,0.631,0.0686,0.249,0.0,0.213,0.957,-4.42,176.076,160909,9,69947994
254,"Lil Uzi Vert, Chief Keef",Bean (Kobe) [feat. Chief Keef],Generation Now/Atlantic,C,Major,4 beats,0.733,0.567,0.319,0.0129,0.0,0.382,0.319,-6.718,75.491,238816,1,9039518
255,"Camilo, Shawn Mendes",KESI - Remix,Sony Music Latin,E,Major,4 beats,0.871,0.815,0.0477,0.127,6.18e-06,0.094,0.823,-4.439,122.959,176575,3,17582294
256,Hozier,Take Me To Church,Universal-Island Records Ltd.,E,Minor,4 beats,0.566,0.664,0.0464,0.634,0.0,0.116,0.437,-5.303,128.945,241688,3,8718978
257,Tate McRae,she's all i wanna be,RCA Records Label,D,Minor,4 beats,0.614,0.644,0.0426,0.0134,7.07e-06,0.117,0.651,-5.372,160.036,206772,16,139279688
258,"Bad Gyal, Tokischa, Young Miko",Chulo pt.2,Universal Music Latino/Interscope,F,Minor,4 beats,0.852,0.881,0.126,0.0602,6.44e-06,0.0682,0.556,-2.546,96.984,219333,15,156834450
259,"Ozuna, Camilo",Despeinada,Aura Music Corp.,G#/Ab,Major,4 beats,0.734,0.775,0.0614,0.186,0.000542,0.123,0.72,-3.855,166.039,224187,25,201691098
260,XXXTENTACION,Moonlight,"Bad Vibes Forever, LLC",A,Minor,4 beats,0.921,0.537,0.0804,0.556,0.00404,0.102,0.711,-5.723,128.009,135090,134,1055535621
261,Miguel,Sure Thing,Jive,B,Minor,4 beats,0.684,0.607,0.1,0.0267,0.000307,0.191,0.498,-8.127,81.001,195373,59,639775605
262,"Quavo, Travis Scott",RERUN (feat. Travis Scott),Quality Control Music/Motown Records/Capitol Records,F,Major,4 beats,0.684,0.791,0.309,0.0939,0.0,0.359,0.529,-4.435,153.992,236948,1,4496094
263,"Carlos Vives, Sebastian Yatra",Robarte un Beso,Sony Music Latin,A#/Bb,Major,4 beats,0.742,0.859,0.0482,0.0824,0.0,0.359,0.652,-4.942,95.046,194742,35,112779418
264,"MC Levin, DJ Nikolas Alves Exclusive, DJ Kaioken, DJ Gege",Ela me Falou Que Quer Rave,Ritmo dos Fluxos Records,E,Major,4 beats,0.832,0.641,0.0897,0.271,0.0194,0.487,0.932,-6.048,133.041,235207,2,12012865
265,Ninho,La vie qu'on mène,Rec. 118 / Mal Luné Music,G,Minor,3 beats,0.8,0.756,0.0367,0.687,2.06e-06,0.111,0.456,-4.4,113.204,193444,1,4650680
266,Alan Walker,Alone,Kreatell Music,A#/Bb,Major,4 beats,0.676,0.929,0.0458,0.186,0.000405,0.121,0.157,-3.194,97.019,161200,18,114646009
267,Darshan Raval,Mahiye Jinna Sohna,Warner Music India,C#/Db,Major,4 beats,0.567,0.54,0.0406,0.736,3.17e-05,0.164,0.331,-5.754,92.027,181250,1,8305605
268,"G-Eazy, Tory Lanez, Tyga",Still Be Friends (feat. Tory Lanez & Tyga),BPG/RVG/RCA Records,G,Minor,4 beats,0.803,0.759,0.0494,0.00509,0.0,0.0921,0.284,-4.692,104.0,213308,9,49208475
269,Taylor Swift,the 1,Taylor Swift,C,Major,4 beats,0.777,0.357,0.0522,0.757,7.28e-06,0.108,0.172,-6.942,139.883,210252,7,75120501
270,Kali Uchis,Moonlight,Geffen Records,G,Minor,4 beats,0.642,0.706,0.052,0.518,0.0,0.25,0.896,-6.872,136.851,187723,49,561191462
271,"Maluma, Trap Capos, Noriel, Bryant Myers, Juhn","Cuatro Babys (feat. Trap Capos, Noriel, Bryant Myers & Juhn)",Sony Music Latin,F#/Gb,Minor,4 beats,0.772,0.547,0.0541,0.0983,4.35e-06,0.107,0.0957,-6.373,130.099,278107,6,18406112
272,Juice WRLD,Bad Energy,Grade A Productions/Interscope Records,G,Major,4 beats,0.654,0.452,0.0439,0.17,0.0,0.114,0.532,-6.36,138.034,186749,3,26161394
273,Montell Fish,Hotel,"Lord’s Child, LLC",C,Minor,4 beats,0.228,0.427,0.0363,0.752,0.0167,0.592,0.192,-8.739,180.345,197333,3,21789904
274,Post Malone,Internet,Republic Records,C,Major,4 beats,0.469,0.489,0.0314,0.841,0.0,0.103,0.201,-6.071,74.013,123387,2,5667440
275,Bosh,Djomb - Bien ou quoi,Arista France,C#/Db,Major,4 beats,0.945,0.676,0.207,0.172,0.00036,0.322,0.631,-6.6,123.109,141893,2,10691967
276,SiM,The Rumbling (TV Size),PONY CANYON INC.,G#/Ab,Major,4 beats,0.408,0.875,0.0546,1.68e-05,0.000101,0.264,0.646,-1.536,144.975,90266,1,5417776
277,Bruno Mars,That's What I Like,Atlantic Records,C#/Db,Major,4 beats,0.853,0.56,0.0406,0.013,0.0,0.0944,0.86,-4.961,134.066,206693,100,883072719
278,Bo Burnham,Bezos I,Bo Burnham,D,Major,4 beats,0.694,0.948,0.0361,0.00936,1.62e-05,0.139,0.705,-5.307,115.044,58149,5,32370627
279,"Anuel AA, Daddy Yankee, KAROL G, Ozuna, J Balvin",China,"2020 Real Hasta La Muerte, LLC",G,Major,4 beats,0.786,0.808,0.0881,0.0846,0.000289,0.0822,0.608,-3.702,105.029,301714,53,42199218
280,"DJ Snake, Selena Gomez, Ozuna, Cardi B","Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake Music Productions Limited,G#/Ab,Minor,4 beats,0.842,0.801,0.228,0.157,4.82e-06,0.0642,0.617,-4.167,95.881,212500,62,99093352
281,"Major Lazer, Nyla, Fuse ODG",Light It Up (feat. Nyla & Fuse ODG) [Remix],Third Pardee Records,A,Minor,4 beats,0.746,0.877,0.0666,0.0375,0.000833,0.233,0.751,-3.782,107.985,166138,15,55063944
282,Milky Chance,Cocoon,Vertigo Berlin,A#/Bb,Major,4 beats,0.743,0.659,0.0343,0.0998,0.00028,0.0622,0.804,-6.755,114.033,255160,5,14631677
283,BLACKPINK,Typa Girl,YG Entertainment/Interscope Records,G,Major,4 beats,0.915,0.621,0.1,0.0745,0.0,0.628,0.527,-6.519,131.984,179173,5,51673877
284,"Lil Yachty, DaBaby, Drake",Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake),Quality Control Music/Motown Records,F,Major,4 beats,0.83,0.625,0.0573,0.226,0.0,0.302,0.884,-3.678,138.046,205636,7,4598294
285,Prince Royce,El Clavo,Sony Music Latin,B,Minor,4 beats,0.827,0.78,0.133,0.0435,0.0,0.133,0.658,-3.315,80.015,172749,4,16310943
286,"Kygo, Ava Max",Whatever,Kygo/RCA Records,D#/Eb,Major,4 beats,0.576,0.776,0.066,0.114,0.0,0.333,0.596,-5.678,107.943,178273,8,84055447
